"Index","Room","Ren","DT","TM","S1_L","S2_L","S3_L","S1_T","S2_T","S3_T","FN"
430,"111","New",53,1,1,1,1,24.13,23.248,22.444,1042
431,"111","New",39,20,0,0,1,19.801,21.351,23.26,1112
432,"311","Old",14,12,0,0,1,24.74,22.182,20.479,1122
433,"311","Old",5,23,1,1,1,21.39,24.291,23.396,1161
434,"211","New",26,8,0,0,1,25.234,22.308,22.923,1084
435,"311","Old",31,10,1,1,1,24.446,24.356,20.933,1101
436,"211","New",26,4,1,1,1,26.846,22.299,21.069,1091
437,"111","New",14,20,1,1,1,22.147,24.075,24.695,1134
438,"211","New",15,10,1,1,1,19.076,23.024,24.662,1061
439,"111","New",12,4,0,0,1,19.866,21.625,22.799,1108
440,"211","New",23,6,0,0,1,22.541,24.783,22.864,1065
441,"111","New",19,6,0,0,1,18.205,19.091,25.605,1031
442,"311","Old",13,22,0,0,1,24.952,25.354,24.185,1040
443,"311","Old",57,16,0,0,1,24.638,22.302,20.701,1139
444,"311","Old",28,5,1,1,1,23.707,20.412,27.725,1099
445,"311","Old",3,17,0,0,1,25.665,21.693,25.768,1097
446,"311","Old",15,18,0,0,1,24.124,23.559,21.392,1119
447,"311","Old",22,15,1,1,1,21.27,20.272,23.082,1092
448,"111","New",21,15,0,0,1,23.878,22.69,22.126,1055
449,"111","New",23,2,1,1,1,18.553,23.769,19.981,1086
450,"311","Old",39,1,1,1,1,26.197,22.326,23.922,1048
451,"211","New",53,6,1,1,1,20.907,24.608,25.31,1064
452,"211","New",2,24,0,0,1,22.535,22.827,26.402,1123
453,"211","New",10,24,1,1,1,20.744,23.539,23.656,1064
454,"111","New",7,24,0,0,1,20.182,25.468,23.816,1057
455,"111","New",12,20,0,0,1,19.021,21.935,23.61,1099
456,"211","New",59,24,1,1,1,24.427,23.673,21.98,1096
457,"111","New",14,15,0,0,1,23.85,23.404,24.467,1086
458,"311","Old",58,16,1,1,1,20.597,19.557,20.774,1125
459,"311","Old",21,24,0,0,1,20.435,22.026,22.502,1034
460,"311","Old",42,6,1,1,1,26.79,24.414,24.353,1113
461,"111","New",34,9,0,0,1,19.412,21.085,21.591,1125
462,"111","New",57,4,1,1,1,20.172,22.49,20.966,1205
463,"311","Old",23,24,0,0,1,23.174,24.766,23.397,1114
464,"311","Old",52,5,0,0,1,21.245,21.231,22.528,1105
465,"311","Old",29,24,1,1,1,23.73,18.601,22.397,1098
466,"211","New",49,3,1,1,1,24.434,22.428,20.455,1147
467,"111","New",20,13,0,0,1,22.245,21.071,23.707,1095
468,"111","New",15,6,1,1,1,21.287,20.95,28.019,1080
469,"111","New",53,18,0,0,1,23.913,23.765,22.534,1094
470,"111","New",41,8,1,1,1,20.589,20.978,22.198,1095
471,"211","New",54,15,0,0,1,23.872,21.375,23.531,1090
472,"311","Old",27,14,0,0,1,25.764,24.481,22.771,1104
473,"211","New",36,5,1,1,1,21.626,22.789,20.761,1099
474,"311","Old",46,16,1,1,1,19.865,24.698,21.142,1103
475,"211","New",13,16,1,1,1,21.587,21.364,22.288,1111
476,"111","New",32,7,1,1,1,22.717,21.046,24.406,1144
477,"311","Old",43,9,1,1,1,18.94,23.212,22.951,1114
478,"111","New",41,17,1,1,1,22.732,22.55,24.232,1126
479,"111","New",16,23,0,0,1,24.756,19.767,17.893,1107
480,"211","New",15,17,1,1,1,23.332,21.545,25.319,1094
481,"311","Old",41,8,1,1,1,24.75,22.526,25.851,1110
482,"111","New",20,7,1,1,1,19.979,22.696,22.659,1103
483,"111","New",8,20,1,1,1,24.059,22.899,23.263,1136
484,"111","New",35,19,1,1,1,15.62,23.815,18.518,1100
485,"111","New",14,10,0,0,1,23.744,21.796,22.131,1089
486,"211","New",53,7,1,1,1,21.609,22.462,24.496,1151
487,"211","New",57,21,1,1,1,24.737,25.705,22.677,1115
488,"311","Old",47,22,0,0,1,24.295,25.285,23.569,1117
489,"111","New",41,3,0,0,1,20.552,24.52,25.241,1100
490,"211","New",37,24,1,1,1,20.91,20.996,22.462,1089
491,"111","New",1,14,1,1,1,22.4,22.657,21.254,1123
492,"111","New",52,5,0,0,1,19.823,20.291,26.019,1079
493,"311","Old",52,4,1,1,1,22.032,24.441,23.395,1118
494,"211","New",26,18,1,1,1,21.278,21.119,21.759,1091
495,"111","New",40,21,1,1,1,23.092,22.554,23.581,1034
496,"211","New",55,19,0,0,1,26.316,24.664,24.117,1120
497,"211","New",26,21,1,1,1,25.806,23.481,20.465,1062
498,"311","Old",3,10,0,0,1,21.837,21.635,21.684,1091
499,"211","New",49,19,0,0,1,22.949,22.072,25.09,1149
500,"111","New",2,16,0,0,1,18.247,22.558,20.91,1128
501,"111","New",5,7,1,1,1,19.165,21.82,24.116,1063
502,"311","Old",6,7,0,0,1,23.865,23.432,21.073,1083
503,"211","New",20,11,1,1,1,22.522,22.143,23.728,1087
504,"111","New",4,6,1,1,1,21.726,21.854,26.858,1146
505,"111","New",15,19,1,1,1,21.291,25.723,22.923,1037
506,"211","New",15,2,1,1,1,25.344,22.838,21.613,1137
507,"311","Old",30,6,1,1,1,23.573,17.846,23.572,1092
508,"211","New",9,6,0,0,1,24.22,27.828,24.509,1087
509,"111","New",46,3,1,1,1,19.284,23.601,21.663,1091
510,"211","New",35,11,1,1,1,26.224,21.562,27.079,1079
511,"311","Old",7,19,1,1,1,20.124,26.152,21.902,1155
512,"211","New",5,23,1,1,1,25.038,21.798,22.268,1054
513,"111","New",28,8,1,1,1,21.2,23.1,24.984,1108
514,"211","New",10,23,0,0,1,24.617,22.181,20.075,1115
515,"111","New",17,20,0,0,1,21.622,20.201,23.689,1092
516,"311","Old",21,22,0,0,1,20.629,23.913,21.357,1145
517,"211","New",14,24,1,1,1,23.53,18.781,20.138,1117
518,"211","New",10,13,0,0,1,25.191,22.156,21.291,1168
519,"111","New",26,1,1,1,1,22.856,27.164,22.244,1111
520,"211","New",27,3,1,1,1,20.94,19.883,22.373,1106
521,"111","New",38,18,1,1,1,22.77,23.598,21.847,1130
522,"211","New",17,16,1,1,1,20.474,25.84,25.12,1117
523,"311","Old",52,20,1,1,1,21.348,22.673,21.34,1124
524,"111","New",55,17,1,1,1,20.511,22.241,24.135,1078
525,"311","Old",33,17,1,1,1,23.27,20.713,20.062,1120
526,"111","New",22,8,1,1,1,22.973,22.56,20.268,1044
527,"211","New",58,11,1,1,1,18.699,23.945,23.364,1089
528,"211","New",45,6,1,1,1,23.384,24.12,24.375,1101
529,"311","Old",33,6,0,0,1,22.872,24.937,21.572,1099
530,"211","New",17,7,1,1,1,22.264,23.319,22.558,1097
531,"211","New",49,23,1,1,1,22.179,20.817,23.682,1099
532,"211","New",43,18,0,0,1,24.561,22.503,22.036,1134
533,"311","Old",36,24,1,1,1,24.881,23.647,18.084,1096
534,"211","New",26,15,0,0,1,21.639,20.961,21.722,1079
535,"111","New",25,2,1,1,1,24.148,22.155,22.196,1122
536,"211","New",5,10,0,0,1,27.657,22.819,23.501,1067
537,"111","New",60,3,1,1,1,22.169,17.5,20.747,1046
538,"111","New",3,12,1,1,1,22.22,23.916,24.772,1105
539,"311","Old",37,7,0,0,1,24.241,20.047,21.542,1193
540,"311","Old",24,7,1,1,1,19.935,23.827,25.633,1122
541,"311","Old",37,3,1,1,1,22.95,21.896,22.584,1071
542,"111","New",60,8,0,0,1,23.073,19.442,23.736,1108
543,"311","Old",59,10,1,1,1,22.831,21.318,24.262,1045
544,"211","New",7,4,0,0,1,23.013,26.593,23.675,1118
545,"311","Old",29,18,0,0,1,22.227,21.227,20.977,1065
546,"311","Old",50,3,0,0,1,21.98,23.132,23.964,1030
547,"111","New",56,20,0,0,1,20.61,21.753,27.941,1120
548,"111","New",48,21,0,0,1,21.338,19.739,23.532,1099
549,"111","New",23,18,0,0,1,19.239,22.098,20.906,1096
550,"111","New",46,15,1,1,1,22.691,20.934,22.665,1066
551,"111","New",52,15,1,1,1,19.464,18.684,22.775,1066
552,"111","New",2,22,1,1,1,22.467,22.857,25.858,1097
553,"211","New",37,4,0,0,1,20.86,19.777,25.463,1125
554,"211","New",5,19,1,1,1,25.444,23.951,19.191,1120
555,"111","New",13,7,1,1,1,22.119,21.391,24.078,1163
556,"311","Old",33,16,1,1,1,23.138,22.746,22.162,1162
557,"111","New",22,22,0,0,1,21,22.427,20.702,1062
558,"211","New",2,23,0,0,1,23.888,24.863,26.368,1064
559,"311","Old",59,13,0,0,1,21.336,22.601,21.139,1111
560,"211","New",9,24,0,0,1,20.967,23.298,21.213,1100
561,"211","New",43,1,1,1,1,22.044,24.585,20.35,1149
562,"211","New",32,18,1,1,1,18.582,25.416,23.524,1091
563,"311","Old",20,9,0,0,1,17.866,22.446,23.826,1024
564,"311","Old",22,14,0,0,1,20.276,26.316,20.727,1122
565,"211","New",6,1,1,1,1,24.796,23.018,21.946,1108
566,"111","New",33,18,1,1,1,22.882,25.062,23.034,1124
567,"111","New",30,21,1,1,1,21.715,22.231,19.031,1087
568,"111","New",28,1,0,0,1,20.678,23.105,23.98,1123
569,"211","New",10,8,1,1,1,23.809,22.523,23.216,1083
570,"211","New",33,8,0,0,1,22.682,21.253,23.302,1128
571,"211","New",56,8,1,1,1,24.275,24.61,19.169,1066
572,"111","New",5,1,1,1,1,21.218,15.234,21.227,1071
573,"111","New",14,11,0,0,1,20.687,23.253,24.103,1124
574,"311","Old",12,18,0,0,1,26.237,16.109,25.791,1123
575,"111","New",32,20,1,1,1,19.919,18.207,25.035,1072
576,"211","New",54,1,1,1,1,23.154,24.085,24.365,1055
577,"311","Old",48,4,0,0,1,23.566,22.749,24.778,1093
578,"211","New",58,6,1,1,1,24.2,20.356,26.908,1112
579,"311","Old",46,5,0,0,1,20.642,19.015,21.275,1154
580,"111","New",9,1,1,1,1,23.113,23.921,25.816,1091
581,"111","New",58,10,1,1,1,24.948,22.682,21.911,1110
582,"311","Old",32,16,1,1,1,24.011,21.633,21.762,1147
583,"111","New",7,23,1,1,1,19.67,23.222,25.09,1120
584,"211","New",44,24,1,1,1,22.117,21.854,24.253,1133
585,"111","New",28,20,0,0,1,21.026,21.788,21.349,1101
586,"111","New",53,5,0,0,1,21.9,21.676,24.852,1110
587,"111","New",38,8,1,1,1,20.682,22.894,23.529,1115
588,"311","Old",38,23,0,0,1,21.796,22.236,23.919,1136
589,"311","Old",43,3,0,0,1,24.061,21.16,21.849,1027
590,"211","New",21,5,0,0,1,22.32,24.053,25.322,1122
591,"211","New",39,11,1,1,1,24.249,24.379,23.021,1122
592,"111","New",59,5,0,0,1,22.372,23.523,20.871,1039
593,"111","New",56,24,0,0,1,25.222,23.154,23.931,1110
594,"111","New",50,23,0,0,1,19.123,20.472,20.471,1069
595,"311","Old",25,16,0,0,1,22.295,22.502,25.841,1121
596,"311","Old",12,19,1,1,1,25.014,20.88,22.332,1078
597,"211","New",27,2,0,0,1,25.006,23.9,25.53,1110
598,"311","Old",35,5,1,1,1,23.145,21.417,23.959,1138
599,"311","Old",56,12,1,1,1,22.617,25.363,23.908,1182
600,"111","New",1,16,0,0,1,20.99,21.212,21.774,1091
601,"211","New",24,6,1,1,1,20.656,21.058,23.842,1102
602,"311","Old",32,20,0,0,1,23.051,25.599,21.365,1122
603,"211","New",9,23,0,0,1,23.22,25.542,24.61,1114
604,"111","New",19,9,0,0,1,21.078,24.089,22.487,1141
605,"111","New",20,16,1,1,1,23.782,19.716,24.556,1110
606,"211","New",4,5,0,0,1,22.299,25.493,25.256,1108
607,"311","Old",58,8,1,1,1,23.776,21.898,20.264,1086
608,"311","Old",45,7,1,1,1,24.837,19.821,19.355,1086
609,"211","New",42,15,0,0,1,25.7,22.982,24.131,1136
610,"311","Old",24,22,0,0,1,22.357,26.013,23.644,1109
611,"311","Old",32,10,1,1,1,21.165,21.362,26.7,1169
612,"311","Old",18,5,1,1,1,27.259,26.219,22.343,1068
613,"311","Old",13,17,0,0,1,21.257,21.651,25.465,1108
614,"311","Old",12,12,0,0,1,22.742,22.415,23.274,1085
615,"111","New",20,12,1,1,1,21.375,21.722,18.348,1057
616,"111","New",9,13,1,1,1,18.056,21.609,26.044,1117
617,"311","Old",57,3,0,0,1,23.129,24.519,20.428,1060
618,"111","New",19,18,1,1,1,23.951,19.817,22.651,1080
619,"311","Old",16,4,0,0,1,22.369,24.985,24.725,1120
620,"111","New",36,5,1,1,1,19.852,24.631,22.834,1074
621,"111","New",52,22,1,1,1,21.507,22.001,25.006,1134
622,"211","New",3,13,0,0,1,20.592,20.972,22.438,1090
623,"311","Old",12,22,1,1,1,24.616,23.637,20.244,1081
624,"311","Old",31,17,0,0,1,22.464,23.262,23.556,1066
625,"111","New",44,15,0,0,1,21.761,22.34,20.747,1113
626,"211","New",60,2,1,1,1,20.826,24.495,24.137,1112
627,"111","New",14,24,0,0,1,24.246,20.554,23.645,1105
628,"111","New",26,18,1,1,1,20.092,22.356,24.601,997
629,"211","New",35,10,0,0,1,24.368,26.32,24.051,1098
630,"311","Old",50,1,1,1,1,21.069,22.539,21.714,1053
631,"311","Old",43,6,0,0,1,21.262,20.469,24.005,1069
632,"211","New",51,16,0,0,1,24.512,22.941,20.554,1055
633,"111","New",16,1,0,0,1,19.071,20.808,21.077,1146
634,"111","New",43,11,1,1,1,19.433,22.248,22.135,1129
635,"311","Old",17,1,0,0,1,20.588,22.858,22.566,1118
636,"311","Old",12,23,0,0,1,22.09,20.406,19.586,1101
637,"111","New",48,12,1,1,1,20.737,20.047,21.168,1047
638,"211","New",33,5,0,0,1,22.828,23.512,20.555,1089
639,"311","Old",38,1,0,0,1,24.874,24.32,23.681,1085
640,"111","New",41,23,0,0,1,22.838,22.025,24.44,1100
641,"111","New",21,3,0,0,1,24.704,19.936,25.077,1157
642,"111","New",17,4,0,0,1,18.871,22.593,24.167,1079
643,"111","New",55,7,0,0,1,22.142,18.849,21.887,1055
644,"111","New",23,15,0,0,1,23.379,22.406,23.204,1132
645,"311","Old",50,11,0,0,1,22.591,23.112,23.824,1133
646,"111","New",30,22,1,1,1,24.537,19.94,21.218,1067
647,"211","New",20,7,0,0,1,23.018,23.154,20.515,1138
648,"111","New",38,24,0,0,1,24.266,23.675,22.035,1100
649,"111","New",51,23,0,0,1,19.274,19.423,23.078,1153
650,"211","New",28,14,0,0,1,24.834,24.724,20.825,1099
651,"111","New",38,23,0,0,1,22.469,23.641,23.894,1085
652,"311","Old",46,10,1,1,1,24.947,24.909,22.348,1055
653,"311","Old",6,23,0,0,1,21.757,23.015,21.223,1118
654,"111","New",57,6,0,0,1,22.985,20.361,22.686,1136
655,"211","New",25,20,0,0,1,19.619,22.548,20.396,1116
656,"111","New",17,21,0,0,1,23.627,24.637,28.037,1102
657,"111","New",10,22,1,1,1,22.783,22.257,21.284,1157
658,"311","Old",36,22,0,0,1,24.469,19.12,21.303,1078
659,"311","Old",37,17,0,0,1,22.546,20.017,26.256,1148
660,"111","New",10,24,1,1,1,22.872,19.147,21.324,1084
661,"211","New",14,4,0,0,1,18.613,20.624,21.666,1080
662,"311","Old",57,12,0,0,1,22.735,20.364,22.346,1054
663,"111","New",46,20,0,0,1,21.86,21.435,24.413,1173
664,"211","New",1,13,0,0,1,21.008,23.189,24.344,1118
665,"211","New",10,12,0,0,1,24.645,24.122,25.11,1120
666,"211","New",7,10,0,0,1,20.901,18.395,23.063,1113
667,"311","Old",37,21,0,0,1,25.534,22.954,21.992,1125
668,"111","New",54,18,1,1,1,20.566,23.018,23.862,1079
669,"311","Old",47,17,0,0,1,23.064,23.594,26.324,1116
670,"311","Old",58,2,1,1,1,24.825,21.494,25.474,1157
671,"211","New",38,11,0,0,1,24.8,22.579,22.16,1109
672,"111","New",18,8,0,0,1,21.415,20.585,24.041,1080
673,"111","New",53,12,1,1,1,22.065,19.63,25.09,1070
674,"311","Old",59,3,0,0,1,24.791,21.276,25.779,1147
675,"211","New",47,5,0,0,1,23.862,23.738,23.181,1117
676,"111","New",58,12,0,0,1,24.68,21.092,20.615,1096
677,"111","New",12,12,1,1,1,22.894,13.673,22.563,1177
678,"311","Old",17,17,0,0,1,21.378,25.371,22.632,1128
679,"311","Old",16,14,0,0,1,19.724,22.768,26.717,1094
680,"311","Old",6,11,0,0,1,23.269,24.126,21.083,1143
681,"311","Old",55,14,0,0,1,21.915,21.082,20.529,1084
682,"311","Old",5,18,0,0,1,25.516,24.997,22.372,1061
683,"311","Old",45,21,0,0,1,23.385,25.115,22.734,1130
684,"311","Old",45,9,0,0,1,21.015,24.267,24.817,1101
685,"311","Old",27,15,0,0,1,21.665,20.017,22.825,1039
686,"211","New",21,11,0,0,1,22.503,25.156,22.199,1084
687,"111","New",35,20,1,1,1,21.076,20.314,23.714,1072
688,"311","Old",50,8,1,1,1,24.164,21.493,26.557,1108
689,"311","Old",44,20,0,0,1,22.279,24.026,24.088,1134
690,"111","New",51,7,1,1,1,20.167,23.338,24.84,1121
691,"211","New",13,22,1,1,1,22.712,22.458,21.79,1107
692,"111","New",9,3,1,1,1,23.498,20.731,24.999,1054
693,"211","New",41,4,1,1,1,25.246,24.792,21.165,1131
694,"111","New",30,15,1,1,1,21.794,23.238,24.031,1081
695,"111","New",54,22,1,1,1,23.078,24.615,23.055,1113
696,"111","New",20,10,1,1,1,22.242,18.862,21.406,1115
697,"211","New",4,4,1,1,1,20.839,22.62,28.634,1072
698,"111","New",49,13,1,1,1,20.928,22.634,21.743,1111
699,"311","Old",37,12,1,1,1,23.534,22.132,22.435,1191
700,"211","New",40,3,0,0,1,25.427,22.916,24.575,1067
701,"311","Old",38,12,1,1,1,22.062,17.683,20.076,1143
702,"311","Old",39,20,0,0,1,21.702,24.695,26.15,1118
703,"211","New",26,13,1,1,1,21.628,23.156,24.465,1122
704,"111","New",40,17,0,0,1,23.501,22.017,24.099,1105
705,"111","New",58,14,0,0,1,21.339,21.436,22.51,1159
706,"111","New",17,18,1,1,1,24.448,24.136,22.028,1126
707,"211","New",37,22,0,0,1,25.82,21.677,22.645,1052
708,"311","Old",18,7,0,0,1,20.623,21.557,23.246,1069
709,"211","New",26,23,0,0,1,20.999,24.201,22.921,1135
710,"111","New",6,22,1,1,1,18.885,21.197,25.489,1135
711,"311","Old",13,18,1,1,1,20.552,23.361,24.57,1112
712,"111","New",52,12,0,0,1,22.812,21.051,22.152,1068
713,"211","New",50,17,0,0,1,21.573,21.589,22.859,1082
714,"311","Old",47,8,1,1,1,22.714,23.145,26.313,1130
715,"111","New",17,12,0,0,1,19.587,24.561,23.418,1084
716,"211","New",40,7,1,1,1,25.424,23.239,25.295,1102
717,"111","New",5,13,1,1,1,22.322,19.747,24.32,1106
718,"311","Old",53,18,1,1,1,24.847,21.682,26.71,1063
719,"311","Old",44,6,1,1,1,21.556,24.366,21.92,1081
720,"111","New",21,5,0,0,1,22.056,18.083,20.527,1096
721,"111","New",17,22,1,1,1,20.232,24.014,22.465,1108
722,"211","New",53,16,0,0,1,20.604,22.462,23.125,1090
723,"111","New",25,22,0,0,1,21.344,23.845,24.323,1102
724,"111","New",15,12,0,0,1,23.948,20.369,22.995,1065
725,"311","Old",34,4,0,0,1,19.104,20.85,21.407,1143
726,"211","New",10,21,0,0,1,21.705,27.997,22.308,1153
727,"311","Old",31,16,1,1,1,23.548,21.47,22.151,1165
728,"211","New",20,6,1,1,1,25.204,22.77,20.943,1152
729,"211","New",5,1,0,0,1,24.015,21.489,23.044,1130
730,"111","New",22,13,1,1,1,21.495,20.01,28.462,1085
731,"211","New",49,8,1,1,1,22.917,25.194,25.127,1101
732,"311","Old",20,20,0,0,1,25.055,23.002,21.555,1102
733,"311","Old",33,1,1,1,1,22.818,21.286,24.087,1073
734,"311","Old",35,14,0,0,1,21.867,27.407,23.387,1104
735,"111","New",3,4,0,0,1,23.091,22.388,20.064,1094
736,"111","New",22,6,1,1,1,19.746,19.788,25.527,1167
737,"111","New",19,16,0,0,1,21.482,19.383,24.023,1062
738,"111","New",24,23,0,0,1,18.322,21.003,25.474,1100
739,"211","New",59,13,1,1,1,24.544,22.782,26.172,1100
740,"311","Old",51,10,0,0,1,20.336,21.549,23.061,1108
741,"211","New",57,20,0,0,1,23.653,23.892,26.617,1098
742,"311","Old",45,5,0,0,1,20.374,21.924,21.57,1112
743,"311","Old",6,14,1,1,1,21.819,26.914,24.237,1102
744,"111","New",6,12,0,0,1,22.514,17.056,21.741,1114
745,"111","New",2,14,1,1,1,19.337,18.974,21.321,1116
746,"211","New",25,21,1,1,1,19.217,21.326,27.045,1110
747,"111","New",50,14,1,1,1,17.142,21.66,20.293,1058
748,"311","Old",27,17,0,0,1,22.131,24.852,22.26,1164
749,"111","New",32,10,1,1,1,20.637,18.23,24.691,1088
750,"211","New",7,7,0,0,1,24.393,24.204,18.314,1136
751,"111","New",34,3,0,0,1,23.083,25.239,20.25,1094
752,"211","New",39,19,1,1,1,21.304,25.679,22.814,1192
753,"211","New",22,15,1,1,1,21.433,22.644,20.132,1090
754,"111","New",56,12,0,0,1,22.826,23.65,25.004,1086
755,"211","New",43,7,0,0,1,25.21,23.711,23.887,1100
756,"311","Old",27,21,1,1,1,19.916,23.196,20.99,1096
757,"311","Old",36,16,1,1,1,24.589,26.611,24.57,1118
758,"311","Old",5,12,1,1,1,18.633,23.502,23.267,1024
759,"311","Old",37,4,1,1,1,21.631,19.632,24.543,1115
760,"311","Old",7,9,1,1,1,20.266,21.897,27.359,1060
761,"211","New",39,17,1,1,1,21.591,28.251,25.868,1172
762,"111","New",8,4,1,1,1,20.471,22.584,19.27,1099
763,"211","New",55,5,0,0,1,28.957,22.581,22.539,1099
764,"311","Old",60,3,1,1,1,24.006,25.259,20.965,1121
765,"111","New",6,6,0,0,1,21.257,22.704,22.474,1101
766,"111","New",55,15,0,0,1,23.513,19.149,22.475,1085
767,"111","New",13,2,0,0,1,22.662,25.053,23.267,1068
768,"111","New",19,7,1,1,1,23.541,19.689,24.165,1082
769,"311","Old",2,5,0,0,1,22.558,19.468,22.368,1084
770,"311","Old",46,14,0,0,1,24.475,25.524,23.441,1052
771,"311","Old",35,7,0,0,1,22.001,21.406,24.357,1072
772,"211","New",40,17,1,1,1,23.526,18.449,23.542,1099
773,"111","New",2,4,1,1,1,19.342,18.512,25.879,1027
774,"211","New",57,10,1,1,1,22.881,26.052,24.002,1109
775,"111","New",30,20,0,0,1,20.802,24.539,21.954,1112
776,"111","New",38,13,1,1,1,21.351,19.966,23.869,1067
777,"311","Old",33,3,0,0,1,24.089,22.877,21.596,1103
778,"311","Old",40,17,0,0,1,25.32,23.495,24.919,1093
779,"211","New",54,19,0,0,1,24.998,25.7,20.907,1117
780,"211","New",12,21,0,0,1,21.383,20.194,20.381,1057
781,"311","Old",19,2,1,1,1,20.862,22.596,22.029,1056
782,"211","New",35,16,1,1,1,23.094,23.701,25.643,1179
783,"211","New",20,13,0,0,1,21.708,22.236,21.006,1113
784,"311","Old",43,23,1,1,1,29.779,24.333,27.145,1089
785,"111","New",58,16,0,0,1,20.577,22.645,23.622,1053
786,"111","New",11,14,1,1,1,18.59,20.837,22.495,1107
787,"111","New",37,14,1,1,1,20.289,21.823,21.541,1141
788,"311","Old",26,17,1,1,1,24.133,21.508,20.77,1077
789,"311","Old",48,24,1,1,1,22.858,21.132,25.019,1070
790,"211","New",12,5,0,0,1,27.713,20.135,21.758,1118
791,"111","New",49,6,0,0,1,16.613,22.053,18.373,1067
792,"311","Old",4,12,0,0,1,17.956,25.277,25.65,1130
793,"311","Old",35,13,1,1,1,21.262,23.013,21.254,1143
794,"111","New",30,7,0,0,1,23.166,21.182,20.391,1083
795,"111","New",57,14,1,1,1,19.677,16.707,20.123,1066
796,"111","New",3,18,1,1,1,23.622,19.469,28.043,1115
797,"311","Old",40,3,0,0,1,23.186,26.83,22.614,1090
798,"111","New",51,12,1,1,1,22.625,23.579,22.998,1112
799,"311","Old",5,16,1,1,1,23.979,25.008,23.339,1105
800,"311","Old",14,8,1,1,1,22.426,20.484,22.667,1157
801,"211","New",12,16,1,1,1,20.788,22.857,20.305,1100
802,"311","Old",50,20,0,0,1,21.11,21.401,18.053,1087
803,"311","Old",54,23,1,1,1,22.092,21.536,23.546,1115
804,"311","Old",16,2,1,1,1,24.787,23.727,22.618,1109
805,"311","Old",34,14,0,0,1,28.859,23.48,21.511,1111
806,"111","New",39,12,1,1,1,21.034,23.601,21.512,1068
807,"111","New",54,3,0,0,1,19.679,23.384,23.756,1116
808,"211","New",14,9,1,1,1,23.501,21.146,23.186,1106
809,"211","New",6,7,0,0,1,21.281,18.764,22.394,1067
810,"311","Old",10,16,1,1,1,22.061,21.616,20.693,1166
811,"311","Old",56,8,1,1,1,23.552,22.831,26.473,1091
812,"211","New",46,8,0,0,1,25.32,23.251,16.915,1119
813,"111","New",40,4,1,1,1,18.303,24.188,17.601,1138
814,"211","New",30,7,1,1,1,22.278,20.552,20.62,1063
815,"311","Old",42,3,1,1,1,22.226,21.294,25.71,1059
816,"211","New",43,23,0,0,1,24.055,25.633,21.72,1147
817,"311","Old",2,17,1,1,1,23.782,23.867,22.344,1118
818,"311","Old",11,16,1,1,1,21.175,24.925,21.272,1181
819,"211","New",52,3,0,0,1,21.121,26.638,23.079,1079
820,"211","New",25,23,1,1,1,24.744,24.755,22.978,1130
821,"111","New",34,15,0,0,1,21.396,21.733,20.322,1086
822,"211","New",41,12,0,0,1,24.276,19.598,21.787,1115
823,"111","New",18,3,1,1,1,23.219,24.3,20.69,1092
824,"211","New",55,6,1,1,1,23.571,22.564,18.159,1075
825,"111","New",1,20,1,1,1,21.638,18.197,21.067,1073
826,"211","New",29,13,1,1,1,20.706,22.983,22.48,1106
827,"111","New",53,8,1,1,1,22.138,18.726,21.286,1074
828,"311","Old",29,19,1,1,1,20.427,19.209,20.823,1152
829,"211","New",58,24,1,1,1,25.036,20.238,26.854,1093
830,"111","New",58,11,1,1,1,20.292,20.935,25.019,1119
831,"311","Old",32,1,0,0,1,24.527,22.278,24.742,1109
832,"111","New",34,16,0,0,1,24.707,23.342,21.666,1102
833,"311","Old",59,7,1,1,1,21.633,19.016,17.823,1087
834,"311","Old",38,24,1,1,1,24.204,22.426,19.324,1092
835,"211","New",28,20,0,0,1,22.825,25.025,27.336,1115
836,"311","Old",30,22,1,1,1,18.753,26.279,25.285,1088
837,"211","New",18,2,0,0,1,21.136,22.767,21.774,1097
838,"211","New",10,20,1,1,1,22.319,24.471,16.258,1097
839,"211","New",59,12,1,1,1,22.216,23.283,25.395,1059
840,"111","New",24,16,1,1,1,22.999,21.19,24.299,1105
841,"111","New",6,16,0,0,1,20.693,22.614,20.855,1100
842,"311","Old",28,15,1,1,1,21.585,22.993,23.122,1074
843,"311","Old",11,11,1,1,1,23.586,22.143,19.313,1147
844,"111","New",12,3,1,1,1,22.963,20.394,19.986,1149
845,"211","New",22,10,1,1,1,19.925,24.034,22.046,1057
846,"211","New",27,8,1,1,1,24.546,22.849,26.577,1065
847,"211","New",41,23,0,0,1,22.466,17.138,21.662,1054
